doc_id,text,label,category,word_count
doc_4672,"To get hierarchical icon groups in MS-Windows use Norton Desktop for Windows. MS Windows in not mature. It's lousy. But its supposed to be lousy. It's goal is to be ubiquitous not good. MS-Windows is the course for the masses in IT Infrastructure 102. (DOS = 102, CP/M = 101.) Unix was the course for the cogniscenti in IT Infrastructure 101. Together they prove that there is good effect of good IT, and there is good effect of ubiquitous IT. What we need, now is both at a significiantly higher level of function. POSIX + DCE + CORBA + ????? ? See the problem? NT may be IT Infrastructure 103, but it will also be IT Monopoly 102. (101 was IBM.) We have a conundrum, gentlepeople. What are we going to do about it? dubious- lee --",2,comp.os.ms-windows.misc,137
doc_14866,"Jeff, If you have time to type it in I'd love to have the reference for that paper! thanks! -- kathleen richards email:",13,sci.med,23
doc_11237,"It is certainly possible, and quite easy in most cases, especially on two-strokes. It's very common to do this on bikes where the cylinder-mounting through-studs don't prevent the cylinder from being removed with the engine in the frame. I did this when I assembled the top end on my Indian, which was easier yet because it does not have through-studs. Base flange studs, and separate head bolts, dontchaknow. You have to use a little foresight, rags, duct tape, etc. to keep clips from falling in, clothespins, hoseclamps, etc. to support the cylinder while you're inserting the pins. (Are these called Gudgeon Pins in the UK? If so, what's a Gudgeon?) -----------------------------------------------------------------------------",8,rec.motorcycles,111
doc_7713,"Being a proud BU alumnus, I'd like to get a list of BU players in the NHL so I can keep an eye on their progress. A lot of Terriers are graduating this year so I hope to see them soon in the NHL. If somebody could post or send me a list, I'd appreciate it. Please note if the player graduated from here or not.",10,rec.sport.hockey,66
doc_11392,"What about the land mines which have already been mentioned? Oh, very neat. Dismiss everything I say unless I can prove beyond a shadow of a doubt something which you yourself admit I can never prove to your satisfaction. Thanks, I'll stick to squaring circles.",0,alt.atheism,45
doc_6384,"I find this remark to be awfully arrogant. I would venture to say that there are many people who are Christians now, who at one point in their lives had no intention of ever becoming a Christian. I was certainly one such person. I am quite thankful that there were Christians who were willing to continue to talk to me, despite the appearance that it might have been a waste of their time and mine. (I even married one of them.)",15,soc.religion.christian,81
doc_16248,"Having watched most of the televised trial, I can answer that when such statements were made by the defense atty, the prosecutor did object, and the judge tended to sustain the ones that were obviously falling under the ""self-incrimination"" type of objection. There was quite a bit of meta-discussion during the trial over the use of graphic language, with most folks asking the judge if she wanted to hear the exact language. Practically every time the defense tried to get the plaintiffs to ""self-incriminate"" by asking them such questions, there were objections and sustains. At one point the defense managed to get in a quip about ""solicitation for a felony"" and the judge herself said ""sustained"" before the prosecutor could get the objection stated.",18,talk.politics.misc,124
doc_2232,"On a similar note, has anyone found out a way to do this with MS FoxPro for Windows? My setup.ini file was modified on disk 1 (all encrypted).. Well, of course I forgot about Microsoft's stupid arrangement when I got the software, and used my name (it was paid for by the company I'm doing consulting for. When my job is done, it's their software).. Any ideas before I start doing dumb things to a copy of that file?? Mattias ps NO - I don't want to pirate this software. I just want to avoid having to buy a new copy in order to change the registration information and then having a copy lying around I don't use... maybe I can get a new disk 1...",2,comp.os.ms-windows.misc,126
doc_3501,"Hi there, I have a friend who'd like to get a hold of a bunch of those simple voice recognition chips that Radio Shack used to sell (and no longer does). If anybody knows of a source for these, please e-mail me. I'll forward the responses to him. Thanks!",12,sci.electronics,49
doc_10557,"I have just a few quick questions. Does anyone here have a 486 DLC system? (a Cyrix 486 DX) Any problems with it? Second, how much should a Cyric 486DLC-33 motherboard (with no RAM) run me? 3rd...Should a total amatuer (like myslef) be able to perform a motherboard swap without the aid of a technician, or is it beyond hope? 4th...I hear that some (if not all) hard drives may require reformatting if you switch them to another computer (or motherboard as the case may be). Is there any truth to this?",3,comp.sys.ibm.pc.hardware,92
doc_977,": Why does a lead acid battery discharge and become dead (totally unuseable) : when stored on a concrete floor? It could be that you stored it somewhere that it could become covered by moisture or damp air, which would short out the terminals. The same thing happens to my car (Citroen 2CV) -- damp gets under the bonnet (US: ""hood"") and shorts the spark-plugs to earth so it won't start. The solution (for the car) is to clean the plug leads and spray with WD-40 (moisture repellant). If damp *is* the problem, then storing the battery off the ground may help. I'm not sure if spraying with WD-40 would be safe since it is very flammable (high percentage petroleum). Just a thought... Chris",12,sci.electronics,124
doc_10074,"i saw this posted and it brings an interesting event to mind ..... a few weeks ago i was in the DMV with ken. i was standing in a mile long line waiting for some really bored looking person to fleece a bunch of people from some dough. ken was sitting on a chair next to our helmets wondering why everybody there looked to be about the social calibur of people you would find at a laundromat when some young woman walked in who required our conferring attentions. he came over and stood in line with me while we watched her fill out some forms and then we noticed a little kid about 4 years old reach over the bench and touch our helmets, one at a time. i didn't particularly mind, and neither did ken (that the kid was touching our helmets that is). but the helmets weren't on the most stable of platforms, so ken scooted over there to resettle them and as soon as he touched the helmets, mother of said child started shrieking at her kid ""YOU STAY AWAY FROM THOSE YOU SHIT!"" and whopped the tyke brutally about the head and shoulders.",8,rec.motorcycles,197
doc_16050,"Sorry for wasting your time with a probably simple question, but I'm not an computer graphic expert. I want to read TIFF-Files with a PASCAL-program. The problem is, that the files I want to read are in compressed form ( code 1, e.g. Huffman ). All books & articles I found describe only the plain (uncompressed) format. I don't know where to get the original TIFF specification, furthermore I haven't any access to a realy complete library. Can anybody direct me to a good book or (even better) to an specification available via ftp ? Thanks in advance - Thomas Wolf",1,comp.graphics,101
doc_1710,"I've had cold sores in the past. But they have always been in the corner of my mouth. Recently, I've had what appears to be a cold sore, but on my lower lip in the middle (above the chin). Can cold sores appear anywhere around the mouth (or body)? Is there a medical term for cold sore?",13,sci.med,57
doc_9609,"Did he ever really convert? He married a Jewish woman, but I've never heard him say he converted. Elliot Maddox, on the other hand... Yep, Holtzman. Saul Rogovin won an ERA title in 1949 or so before blowing out the arm. I'd be surprised. btw, they may just be shopping Gallego around to make room for AS.",9,rec.sport.baseball,57
doc_11625,"We've just been donated a large machine for use in our robotics lab. This device is complete with a 286 based controller, running the Intel RMX operating system. Unfortunately, we don't have any documentation on RMX. Can anybody out there in netland help? Please reply via email; I don't regularly catch up with the news. Thanks, David Bull",12,sci.electronics,58
doc_2546,could someone repost or send to me via email the original posting of the Clipper Chip press release. thanks andrew kriger hampshire college,11,sci.crypt,23
doc_16608,"Currently, there is a bill before the Texas legislature that would make it legal for some ordinary folks to carry concealed weapons. I don't have the details, sorry. semper fi,",16,talk.politics.guns,30
doc_254,Could someone please send me the postal and email address of Congruent Corporation (and any competitors they may have). Thank you. --,5,comp.windows.x,22
doc_1121,"Packer Bell 12MHZ 286 * 5 16bit expansion slots * 2 5.25"" external drive bays (floppies) * 1 3.5"" internal drive bay (hard-drive) * 1.44MB 3.5"" floppy drive * 1MB of RAM $140 or Best offer (including shipping) Segate 32MB ST138N SCSI Hard-drive * Great shape * Controller * 32MB * 3.5"" format",6,misc.forsale,53
doc_5805,"I am beginning an e-mail discussion group about cell churches. If you are a follower of Jesus Christ and are - in a cell church, or - in a church that is transitioning to a cell church, or - just interested in learning more about cell churches, send me e-mail. (I reserve the right to remove anybody from the group who does not demonstrate a spirit of humility and Christlikeness.)",15,soc.religion.christian,70
doc_13193,"I too had a very unpleasant experience with ""Hardware That's Shi*"". It featured repeated lies about when things had shipped, a salesperson who was totally ignorant about what he was selling, a charge for duties I had specifically been assured were not payable and then a monitor (their house brand 2-page monochrome) that was the most unadulterated piece of junk it has ever been my misfortune to experience in the world of electronics. I shipped it back and they refunded my money, but it still cost me something over $200 for long distance charges, non-refundable taxes and duties and lost time.",4,comp.sys.mac.hardware,101
doc_4265,Host swdsrv.edvz.univie.ac.at Location: /pc/dos/graphics FILE -rw-r--r-- 21525 Mar 7 18:00 uvesa31.zip Host plaza.aarnet.edu.au Location: /micros/pc/garbo/pc/screen FILE -r--r--r-- 21795 Apr 4 00:00 uvesa31.zip Location: /micros/pc/oak/graphics FILE -r--r--r-- 21525 Mar 7 19:00 uvesa31.zip Host godzilla.cgl.rmit.oz.au Location: /kjb/MGL FILE -rw-r--r-- 22887 Mar 29 15:03 uvesa32.zip Host nic.switch.ch Location: /mirror/msdos/graphics FILE -rw-rw-r-- 21525 Mar 7 20:00 uvesa31.zip Location: /software/pc/simtel20/graphics FILE -rw-rw-r-- 21525 Mar 7 20:00 uvesa31.zip Host ipc1.rvs.uni-hannover.de Location: /pub/msdos-koeln/graphics/egavga FILE -rw-r--r-- 21525 Apr 4 17:08 uvesa31.zip Host sun0.urz.uni-heidelberg.de Location: /pub/msdos/simtel/graphics FILE -rw-rw-r-- 21525 Mar 7 19:00 uvesa31.zip Host athene.uni-paderborn.de Location: /pcsoft/msdos/graphics FILE -rw-r--r-- 21525 Mar 7 18:00 uvesa31.zip Host compute1.cc.ncsu.edu Location: /mirrors/wustl/mirrors/msdos/graphics FILE -rw-r--r-- 21525 Mar 7 19:00 uvesa31.zip Host rigel.acs.oakland.edu Location: /pub/msdos/graphics FILE -rw-r--r-- 21525 Mar 7 19:00 uvesa31.zip Host pc.usl.edu Location: /pub/msdos/video.and.graphics FILE -rw-r--r-- 21525 Mar 11 10:41 uvesa31.zip Host isfs.kuis.kyoto-u.ac.jp Location: /mirrors/simtel20.msdos/graphics FILE -rw-rw-r-- 11425 Mar 13 16:41 uvesa10.zip FILE -rw-rw-r-- 21525 Mar 8 12:00 uvesa31.zip Host ftp.uu.net Location: /systems/ibmpc/msdos/simtel20/graphics FILE -rw-rw-r-- 21525 Mar 7 14:00 uvesa31.zip --,1,comp.graphics,158
doc_9313,"Some rendering programs require that all surface normals point in the same direction. (ie: On a closed cube, all normals point outwards). You can use the points on the faces to determine the direction of the normal, by making sure that all points are either in clockwise or counter-clockwise order. How do you go about orienting all normals in the same direction, given a set of points, edges and faces? Say that you had a cube with all faces that have their normals facing outwards, except for one face. What's the best way to realize that face is ""flipped"", and should have it's points re-ordered? I thought I had a good way of telling this, but then realized that the algorithm I had would only tell you if you had points in clockwise order for a 2d polygon. I'd like something for 3d data. Any hints, tips, references would be appreciated. Steve",1,comp.graphics,152
doc_7443,"Yes, I want to concentrate on other development issues - I've created graphics libraries before, it's too time consuming... life's too short! Thanks for the clarification... Before posting my original request I had looked into the Mac's 3D capabilities and dismissed them as low grade.",1,comp.graphics,45
doc_5112,"^^^^^^^^^^^^^^^ This doesn't melt plastic, at least it hasn't melted the plastic bottle that I bought it in yet. Maybe I'd better go check that bottle, its been sittin' awhile -:)",12,sci.electronics,31
doc_640,"Australian Pattern Recognition Society 2nd CALL FOR PAPERS DICTA-93 2nd Conference on - DIGITAL IMAGING COMPUTING: TECHNIQUES AND APPLICATIONS Location: Macquarie Theatre Macquarie University Sydney Date: 8-10 December 1993. DICTA-93 is the second biennial national conference of the Australian Pattern Recognition Society. This event will provide an opportunity for any persons with an interest in computer vision, digital image processing/analysis and other aspects of pattern recognition to become informed about contemporary developments in the area, to exchange ideas, to establish contacts and to share details of their own work with others. The Following invited speakers will provide specialised presentations: Prof Gabor T. Herman, University of Pennsylvania on Medical Imaging. Prof. R.M. Hodgson, Massey University New Zealand on Computer Vision. Prof. Dominique Juelin, Centre de Morphologie Mathematique, Paris on Mathematical Morphology. Prof. John Richards, Aust. Defence Force Academy, Canberra on Remote Sensing. Dr. Phillip K. Robertson, CSIRO Division of Information Technology, Canberra on Interactive Visualisation. The conference will concentrate on (but is not limited to) the following areas of image processing:- * Computer Vision and Object Recognition * Motion Analysis * Morphology * Medical Imaging * Fuzzy logic and Neural Networks * Image Coding * Machine Vision and Robotics * Enhancement and Restoration * Enhancement and Restoration * Visualisation * Industrial Applications * Software and Hardware Tools Papers are sought for presentation at the conference and publication in the conference proceedings. Submission for peer review should consist of an extended abstract of 750-1000 words of doubled spaced text, summarizing the technical aspects of the paper and any results that will be quoted. Final papers should be limited to no more than 8 pages of text and illustrations in camera-ready form. Four (4) copies of the abstract should be sent to: DICTA-93 C/- Tony Adriaansen CSIRO - Division of Wool Technology PO Box 7 Ryde NSW 2112 Australia IMPORTANT DATES Abstract due - 25th June 1993 Acceptance notified - 27th August 1993 Final paper due - 15th October 1993 SOCIAL PROGRAM: The conference dinner will be held on the Thursday 9th of December 1993. Other social activities are being arranged. Situated on a beautiful harbour, Sydney has many and varied places of interest. The Opera House and Harbour Bridge are just two of the well known landmarks. Harbour cruises, city tours to the Blue Mountains run daily. We can provide further information on request. ACCOMMODATION: Accommodation within 15 min walking distance is available, ranging from college style to 5 star Hotel facilities. Information will be supplied upon request. CONFERENCE FEES: before 30th Sep. After 30th Sep. APRS Members A$220 A$250 APRS Student Members A$120 A$150 Others A$250 A$280 Conference Dinner A$35 on Dec 9th 1993 ------------------------------------------------------------- ADVANCED REGISTRATION Name: Organisation: Address Phone: Fax: email: - I am a current Member of APRS. - I am not a current member of APRS. - Please send me information on accommodation. I enclose a cheque for ------------------------------------------------------------- Please send the above form to DICTA-93 C/- Tony Adriaansen CSIRO - Division of Wool Technology PO Box 7 Ryde NSW 2112 Australia The cheques should be made payable to DICTA-93. For further information contact: * Tony Adriaansen (02) 809 9495 * Athula Ginigie (02) 330 2393 * email:",1,comp.graphics,531
doc_6857,"Hmmm... how about a piece of copper wire? 0 to 5V input range, standard TTL output, instantaneous conversion time! [ (-: for the humor impaired ]",12,sci.electronics,26
doc_196,"Listen guys you can talk about this the whole playoffs. I'm here in a small town in southern Illinois at school. I'm from Canada and I know that cbc and tsn have games on every night, all you have to do is go to a bar with a satellite. I have watched both games between Mon Que and toronto and detroit, not to mention Van vs Winn and with cbc. They show all goals from every game that evening so I haven't missed a goal all playoffs. Well have to go boy leafs are on Ciao.",10,rec.sport.hockey,96
doc_15120,"Would you say the same thing about the Dodgers in '65 or '66? True, Cone is probably as good as Drysdale, and they have no Koufax, but still, these teams were winning with home run leaders who had very bad totals, with lots of low-scoring games, etc. And they didn't use relievers, whereas Jeff Montgomery is having a super season for them. That being said, I still picked them 5th or so, but I think a superb pitching team can win if they have enough hitting. There's more of a chance of that, I think, than of a team with tremendous hitting but no pitching. At least, to me. I wonder, though - which one do you people think would do better - a team with Johnson, Koufax in his prime, Seaver, Carlton, and Young, in no real order, as the starters, with Sutter, Fingers, and Lyle in the bullpen, but with a puny offense (assuming good defense, like Mazeroski, Maranville, etc.) Or a team with poor pitching, but with an offense of Cobb, Carew, Ruth, Gehrig, Mays, Schmidt, Wagner, and Bench - again,you pick the order. I would postulate that the pitching one would be several games better by seasons' end. Even the best hitters can succeed only 2/5 of the time in their best years, but a great pitcher can throw lots of shutouts - taking all the players in their prime, they might throw 50 shutouts in a year. And all the offense would have to do is get 1 run across. I wonder if someone with Stratomatic or something could plug such all- time teams into a regular season, have it played, and report the results I would love to see that.",9,rec.sport.baseball,286
doc_4168,"Archive-name: space/schedule Last-modified: $Date: 93/04/01 14:39:23 $ SPACE SHUTTLE ANSWERS, LAUNCH SCHEDULES, TV COVERAGE SHUTTLE LAUNCHINGS AND LANDINGS; SCHEDULES AND HOW TO SEE THEM Shuttle operations are discussed in the Usenet group sci.space.shuttle, and Ken Hollis posts a compressed version of the shuttle manifest (launch dates and other information) periodically there. The manifest is also available from the Ames SPACE archive in SPACE/FAQ/manifest. The portion of his manifest formerly included in this FAQ has been removed; please refer to his posting or the archived copy. For the most up to date information on upcoming missions, call (407) 867-INFO (867-4636) at Kennedy Space Center. Official NASA shuttle status reports are posted to sci.space.news frequently. WHY DOES THE SHUTTLE ROLL JUST AFTER LIFTOFF? The following answer and translation are provided by Ken Jenks The ""Ascent Guidance and Flight Control Training Manual,"" ASC G&C 2102, ""During the vertical rise phase, the launch pad attitude is commanded until an I-loaded V(rel) sufficient to assure launch tower clearance is achieved. Then, the tilt maneuver (roll program) orients the vehicle to a heads down attitude required to generate a negative q-alpha, which in turn alleviates structural loading. Other advantages with this attitude are performance gain, decreased abort maneuver complexity, improved S-band look angles, and crew view of the horizon. The tilt maneuver is also required to start gaining downrange velocity to achieve the main engine cutoff (MECO) target in second stage."" This really is a good answer, but it's couched in NASA jargon. I'll try to interpret. 1) We wait until the Shuttle clears the tower before rolling. 2) Then, we roll the Shuttle around so that the angle of attack between the wind caused by passage through the atmosphere (the ""relative wind"") and the chord of the wings (the imaginary line between the leading edge and the trailing edge) is a slightly negative angle (""a negative q-alpha""). This causes a little bit of ""downward"" force (toward the belly of the Orbiter, or the +Z direction) and this force ""alleviates structural loading."" We have to be careful about those wings -- they're about the most ""delicate"" part of the vehicle. 3) The new attitude (after the roll) also allows us to carry more mass to orbit, or to achieve a higher orbit with the same mass, or to change the orbit to a higher or lower inclination than would be the case if we didn't roll (""performance gain""). 4) The new attitude allows the crew to fly a less complicated flight path if they had to execute one of the more dangerous abort maneuvers, the Return To Launch Site (""decreased abort maneuver complexity""). 5) The new attitude improves the ability for ground-based radio antennae to have a good line-of-sight signal with the S-band radio antennae on the Orbiter (""improved S-band look angles""). 6) The new attitude allows the crew to see the horizon, which is a helpful (but not mandatory) part of piloting any flying machine. 7) The new attitude orients the Shuttle so that the body is more nearly parallel with the ground, and the nose to the east (usually). This allows the thrust from the engines to add velocity in the correct direction to eventually achieve orbit. Remember: velocity is a vector quantity made of both speed and direction. The Shuttle has to have a large horizontal component to its velocity and a very small vertical component to attain orbit. This all begs the question, ""Why isn't the launch pad oriented to give this nice attitude to begin with? Why does the Shuttle need to roll to achieve that attitude?"" The answer is that the pads were leftovers from the Apollo days. The Shuttle straddles two flame trenches -- one for the Solid Rocket Motor exhaust, one for the Space Shuttle Main Engine exhaust. (You can see the effects of this on any daytime launch. The SRM exhaust is dirty gray garbage, and the SSME exhaust is fluffy white steam. Watch for the difference between the ""top"" [Orbiter side] and the ""bottom"" [External Tank side] of the stack.) The access tower and other support and service structure are all oriented basically the same way they were for the Saturn V's. (A side note: the Saturn V's also had a roll program. Don't ask me why -- I'm a Shuttle guy.) I checked with a buddy in Ascent Dynamics. He added that the ""roll maneuver"" is really a maneuver in all three axes: roll, pitch and yaw. The roll component of that maneuver is performed for the reasons stated. The pitch component controls loading on the wings by keeping the angle of attack (q-alpha) within a tight tolerance. The yaw component is used to determine the orbital inclination. The total maneuver is really expressed as a ""quaternion,"" a grad-level-math concept for combining all three rotation matrices in one four-element array. HOW TO RECEIVE THE NASA TV CHANNEL, NASA SELECT NASA SELECT is broadcast by satellite. If you have access to a satellite dish, you can find SELECT on Satcom F2R, Transponder 13, C-Band, 72 degrees West Longitude, Audio 6.8, Frequency 3960 MHz. F2R is stationed over the Atlantic, and is increasingly difficult to receive from California and points west. During events of special interest (e.g. shuttle missions), SELECT is sometimes broadcast on a second satellite for these viewers. If you can't get a satellite feed, some cable operators carry SELECT. It's worth asking if yours doesn't. The SELECT schedule is found in the NASA Headline News which is frequently posted to sci.space.news. Generally it carries press conferences, briefings by NASA officials, and live coverage of shuttle missions and planetary encounters. SELECT has recently begun carrying much more secondary material (associated with SPACELINK) when missions are not being covered. AMATEUR RADIO FREQUENCIES FOR SHUTTLE MISSIONS The following are believed to rebroadcast space shuttle mission audio: W6FXN - Los Angeles K6MF - Ames Research Center, Mountain View, California WA3NAN - Goddard Space Flight Center (GSFC), Greenbelt, Maryland. W5RRR - Johnson Space Center (JSC), Houston, Texas W6VIO - Jet Propulsion Laboratory (JPL), Pasadena, California. W1AW Voice Bulletins Station VHF 10m 15m 20m 40m 80m ------ ------ ------ ------ ------ ----- ----- W6FXN 145.46 K6MF 145.585 7.165 3.840 WA3NAN 147.45 28.650 21.395 14.295 7.185 3.860 W5RRR 146.64 28.400 21.350 14.280 7.227 3.850 W6VIO 224.04 21.340 14.270 W6VIO 224.04 21.280 14.282 7.165 3.840 W1AW 28.590 21.390 14.290 7.290 3.990 W5RRR transmits mission audio on 146.64, a special event station on the other frequencies supplying Keplerian Elements and mission information. W1AW also transmits on 147.555, 18.160. No mission audio but they transmit voice bulletins at 0245 and 0545 UTC. Frequencies in the 10-20m bands require USB and frequencies in the 40 and 80m bands LSB. Use FM for the VHF frequencies. [This item was most recently updated courtesy of Gary Morris KK6YB, N5QWC)] SOLID ROCKET BOOSTER FUEL COMPOSITION Reference: ""Shuttle Flight Operations Manual"" Volume 8B - Solid Rocket Booster Systems, NASA Document JSC-12770 Propellant Composition (percent) Ammonium perchlorate (oxidizer) 69.6 Aluminum 16 Iron Oxide (burn rate catalyst) 0.4 Polybutadiene-acrilic acid-acrylonitrile (a rubber) 12.04 Epoxy curing agent 1.96 End reference Comment: The aluminum, rubber, and epoxy all burn with the oxidizer.",14,sci.space,1189
doc_7215,"So now you are saying that an Islamic Bank is something other than BCCI. Would you care to explain why it was that when I said ""I hope an Islamic Bank is something other than BCCI"", you called me a childish propagandist.",0,alt.atheism,42
doc_720,"(How is 0-40 twice 1.25? Do you just pick whatever SCSI setup that makes the statment ""correct""?) Even if you could make such a statement it would be meaningless unless you understood that ESDI and IDE (I include SCSI and ATA) are completely different (ESDI is device-level, like MFM/RLL). Great, you can compare two numbers (ATA has several speed modes, by the way) but what the article said was misleading/wrong. I would recommend people call the NCR board and download the ANSI specs if they are really interested in this stuff. Something is missing there. :) Anyway, I agree. There's a lot of opportunity for marketing jingo like ""SCSI-2 compliant"" which tells you nothing about the performance, whether it has ""WIDE"" support, etc.",3,comp.sys.ibm.pc.hardware,123
doc_8384,"The experience you describe is why I don't like to sit with my bike in gear - I figure there's a chance that I'll be startled in some way and stall my bike. And I figure this is more likely than the chance that I'll be unable to escape some situation because of the extra time needed to put the bike in gear. So I concentrate on avoiding situations rather than making split-second evasive manuvers. I split lanes so I'm not at the end of the line. (Unfortunately this is not legal in most of the country) If I can't split (perhaps there isn't room) then I will stop near one side of the lane so I have an easy escape, and leave my bike in gear until the next car has stopped. I watch in my mirrors in the mean time to make sure it will! Whether I really would have time to move should a car fail to stop, I haven't had to find out yet. Some cars have an annoying habbit of racing up behind you before braking heavilly, so it can be hard to tell if they are planning to brake or not! So in summary, position yourself for an easy exit, and then watch your mirrors until it's all clear.",8,rec.motorcycles,215
doc_1288,"I've been offerred an old 4-bits/pixel greyscale Xterminal. Aside from the ""real people have already upgraded to RISC architecture R5 servers"", do I want this Xterminal? I'm concerned about the 4-planes...I've only ever heard of 1 (mono) and 8 (colour) planes -- will I have any concerns with this 4-plane unit? [Specifically related to 4-planes vs 1 or 8] Thanks! -C-",5,comp.windows.x,61
doc_3447,"Do you, by any chance own an SHO or have access to one, such that you would have any idea what it is designed for or how it handles? Just wondering...",7,rec.autos,31
doc_13872,"Thank you Andrew. Not only for the firm rebuttal, but for understanding the difference between communism and socialism (even though this is off topic). Why do people just not understand that just because all those pretty songs about the land of the free and so on sound nice, that they may not be true? Take off those rose colored glasses and get a clue (to use two of the better cliches around) thanks you again jamie",11,sci.crypt,76
doc_1210,"[DG] THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE [DG] by Theodore J. O'Keefe [DG] HARD BY THE WASHINGTON MONUMENT, within clear view of the Jefferson [DG] Memorial, an easy stroll down the Mall to the majestic Lincoln Memorial, [DG] has arisen, on some of the most hallowed territory of the United States of [DG] America, a costly and dangerous mistake. On ground where no monument yet [DG] marks countless sacrifices and unheralded achievements of Americans of all [DG] races and creeds in the building and defense of this nation, sits today a [DG] massive and costly edifice, devoted above all to a contentious and false [DG] version of the ordeal in Europe during World War II, of non-American [DG] members of a minority, sectarian group. Now, in the deceptive guise of [DG] tolerance, the United States Holocaust Memorial Museum begins a propaganda [DG] campaign, financed through the unwitting largess of the American taxpayer, [DG] in the interests of Israel and its adherents in America. [JAKE] After reading the first paragraph, a quick scan confirmed my first [JAKE] impression: this is a bunch of revisionist and anti-semitic hogwash. Jake, I'm really disappointed in you. It took you a whole paragraph to see that it was ""bunch of revisionist and anti-semitic hogwash"". :-) The article title ""THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE"" should have been enough! :-) Tsiel",17,talk.politics.mideast,233
doc_14620,Does anyone know what is available in terms of automated testing of X/Motif applications. I am thinking of a system which I could program (or which could record events/output) with our verification test procedures and then run/rerun each time we do regression testing. I am interested in a product like this for our UNIX projects and for a separate project which will be using OpenVMS.,5,comp.windows.x,65
